MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
9.286565603,22.43686681,0.63686681,5.13686681,8.13686681,38.63686681,11.63686681,17.63686681,85.63686681,50.63686681,1016.736867,1014.036867,14.53686681,21.53686681
10.45770106,22.35402366,0.145976335,3.954023665,7.654023665,34.85402366,8.854023665,14.85402366,79.85402366,44.85402366,1015.054024,1012.354024,14.35402366,21.35402366
10.16437555,21.80255673,0.002556728,4.502556728,7.502556728,38.00255673,11.00255673,17.00255673,85.00255673,50.00255673,1016.102557,1013.402557,13.90255673,20.90255673
10.68593107,22.38270643,0.117293567,3.982706433,7.682706433,34.88270643,8.882706433,14.88270643,79.88270643,44.88270643,1015.082706,1012.382706,14.38270643,21.38270643
10.08777665,23.30224177,0.197758226,3.702241774,8.102241774,35.80224177,11.80224177,18.80224177,76.80224177,48.80224177,1014.802242,1012.502242,14.60224177,21.20224177
7.848973453,24.85543157,3.355431572,4.055431572,6.755431572,41.85543157,9.855431572,15.85543157,69.85543157,41.85543157,1015.555432,1011.655432,15.85543157,23.85543157
8.036168927,24.05843866,0.258438661,4.058438661,7.358438661,36.75843866,8.758438661,14.75843866,78.75843866,45.75843866,1016.258439,1012.858439,14.75843866,21.95843866
8.43686681,22.21508583,0.284914174,3.815085826,7.515085826,34.71508583,8.715085826,14.71508583,79.71508583,44.71508583,1014.915086,1012.215086,14.21508583,21.21508583
8.054023665,25.1287752,3.628775195,4.328775195,7.028775195,42.1287752,10.1287752,16.1287752,70.1287752,42.1287752,1015.828775,1011.928775,16.1287752,24.1287752
7.802556728,24.96277704,3.462777042,4.162777042,6.862777042,41.96277704,9.962777042,15.96277704,69.96277704,41.96277704,1015.662777,1011.762777,15.96277704,23.96277704
8.082706433,24.9907246,3.490724598,4.190724598,6.890724598,41.9907246,9.990724598,15.9907246,69.9907246,41.9907246,1015.690725,1011.790725,15.9907246,23.9907246
9.302241774,21.66324769,0.836752311,3.263247689,6.963247689,34.16324769,8.163247689,14.16324769,79.16324769,44.16324769,1014.363248,1011.663248,13.66324769,20.66324769
9.855431572,26.2301151,0.030115105,4.030115105,8.030115105,33.0301151,8.030115105,14.0301151,78.0301151,47.0301151,1014.330115,1012.330115,15.6301151,23.6301151
10.05843866,24.73162106,1.231621056,5.131621056,9.531621056,37.23162106,13.23162106,20.23162106,78.23162106,50.23162106,1016.231621,1013.931621,16.03162106,22.63162106
7.915085826,24.53887705,0.73887705,4.53887705,7.83887705,37.23887705,9.23887705,15.23887705,79.23887705,46.23887705,1016.738877,1013.338877,15.23887705,22.43887705
10.1287752,21.67048568,0.129514322,4.370485678,7.370485678,37.87048568,10.87048568,16.87048568,84.87048568,49.87048568,1015.970486,1013.270486,13.77048568,20.77048568
9.962777042,23.48264412,0.017355885,3.882644115,8.282644115,35.98264412,11.98264412,18.98264412,76.98264412,48.98264412,1014.982644,1012.682644,14.78264412,21.38264412
9.990724598,22.91566098,0.584339019,3.315660981,7.715660981,35.41566098,11.41566098,18.41566098,76.41566098,48.41566098,1014.415661,1012.115661,14.21566098,20.81566098
7.363247689,24.87141141,1.071411407,4.871411407,8.171411407,37.57141141,9.571411407,15.57141141,79.57141141,46.57141141,1017.071411,1013.671411,15.57141141,22.77141141
11.2301151,22.17596652,0.375966516,4.875966516,7.875966516,38.37596652,11.37596652,17.37596652,85.37596652,50.37596652,1016.475967,1013.775967,14.27596652,21.27596652
10.73162106,22.09908608,0.400913922,3.699086078,7.399086078,34.59908608,8.599086078,14.59908608,79.59908608,44.59908608,1014.799086,1012.099086,14.09908608,21.09908608
10.53887705,25.69200786,4.192007859,4.892007859,7.592007859,42.69200786,10.69200786,16.69200786,70.69200786,42.69200786,1016.392008,1012.492008,16.69200786,24.69200786
7.670485678,24.59342855,1.493428547,4.093428547,8.493428547,40.29342855,7.293428547,18.29342855,75.29342855,48.29342855,1015.093429,1013.193429,15.49342855,23.09342855
9.482644115,23.59522781,1.095227813,5.195227813,8.895227813,36.09522781,10.09522781,16.09522781,81.09522781,46.09522781,1016.295228,1013.595228,15.59522781,22.59522781
8.915660981,22.00473184,0.495268163,3.604731837,7.304731837,34.50473184,8.504731837,14.50473184,79.50473184,44.50473184,1014.704732,1012.004732,14.00473184,21.00473184
10.87141141,25.91685114,0.283148865,3.716851135,7.716851135,32.71685114,7.716851135,13.71685114,77.71685114,46.71685114,1014.016851,1012.016851,15.31685114,23.31685114
8.175966516,22.65330248,0.853302477,5.353302477,8.353302477,38.85330248,11.85330248,17.85330248,85.85330248,50.85330248,1016.953302,1014.253302,14.75330248,21.75330248
7.799086078,22.23679471,0.436794708,4.936794708,7.936794708,38.43679471,11.43679471,17.43679471,85.43679471,50.43679471,1016.536795,1013.836795,14.33679471,21.33679471
10.69200786,23.52466828,0.424668284,3.024668284,7.424668284,39.22466828,6.224668284,17.22466828,74.22466828,47.22466828,1014.024668,1012.124668,14.42466828,22.02466828
9.393428547,24.33428149,0.534281487,4.334281487,7.634281487,37.03428149,9.034281487,15.03428149,79.03428149,46.03428149,1016.534281,1013.134281,15.03428149,22.23428149
9.295227813,24.92826889,3.428268885,4.128268885,6.828268885,41.92826889,9.928268885,15.92826889,69.92826889,41.92826889,1015.628269,1011.728269,15.92826889,23.92826889
7.704731837,24.60850189,0.808501888,4.608501888,7.908501888,37.30850189,9.308501888,15.30850189,79.30850189,46.30850189,1016.808502,1013.408502,15.30850189,22.50850189
10.91685114,24.54098957,1.44098957,4.04098957,8.44098957,40.24098957,7.24098957,18.24098957,75.24098957,48.24098957,1015.04099,1013.14099,15.44098957,23.04098957
8.653302477,22.96322818,0.463228179,4.563228179,8.263228179,35.46322818,9.463228179,15.46322818,80.46322818,45.46322818,1015.663228,1012.963228,14.96322818,21.96322818
8.236794708,22.60282507,0.102825067,4.202825067,7.902825067,35.10282507,9.102825067,15.10282507,80.10282507,45.10282507,1015.302825,1012.602825,14.60282507,21.60282507
8.324668284,23.57825832,0.478258324,3.078258324,7.478258324,39.27825832,6.278258324,17.27825832,74.27825832,47.27825832,1014.078258,1012.178258,14.47825832,22.07825832
10.33428149,21.48719185,0.312808148,4.187191852,7.187191852,37.68719185,10.68719185,16.68719185,84.68719185,49.68719185,1015.787192,1013.087192,13.58719185,20.58719185
9.928268885,22.23876926,0.26123074,3.83876926,7.53876926,34.73876926,8.73876926,14.73876926,79.73876926,44.73876926,1014.938769,1012.238769,14.23876926,21.23876926
10.60850189,24.19625838,2.696258383,3.396258383,6.096258383,41.19625838,9.196258383,15.19625838,69.19625838,41.19625838,1014.896258,1010.996258,15.19625838,23.19625838
9.34098957,23.59231693,0.092316929,3.992316929,8.392316929,36.09231693,12.09231693,19.09231693,77.09231693,49.09231693,1015.092317,1012.792317,14.89231693,21.49231693
8.663228179,25.5002428,4.000242804,4.700242804,7.400242804,42.5002428,10.5002428,16.5002428,70.5002428,42.5002428,1016.200243,1012.300243,16.5002428,24.5002428
8.302825067,24.37621043,0.576210431,4.376210431,7.676210431,37.07621043,9.076210431,15.07621043,79.07621043,46.07621043,1016.57621,1013.17621,15.07621043,22.27621043
8.378258324,22.98240529,0.482405291,4.582405291,8.282405291,35.48240529,9.482405291,15.48240529,80.48240529,45.48240529,1015.682405,1012.982405,14.98240529,21.98240529
7.487191852,21.26758442,0.532415576,3.967584424,6.967584424,37.46758442,10.46758442,16.46758442,84.46758442,49.46758442,1015.567584,1012.867584,13.36758442,20.36758442
7.93876926,25.12524643,3.625246425,4.325246425,7.025246425,42.12524643,10.12524643,16.12524643,70.12524643,42.12524643,1015.825246,1011.925246,16.12524643,24.12524643
9.196258383,25.1732241,3.673224105,4.373224105,7.073224105,42.1732241,10.1732241,16.1732241,70.1732241,42.1732241,1015.873224,1011.973224,16.1732241,24.1732241
9.592316929,22.22699889,0.426998893,4.926998893,7.926998893,38.42699889,11.42699889,17.42699889,85.42699889,50.42699889,1016.526999,1013.826999,14.32699889,21.32699889
10.5002428,24.39429693,0.894296929,4.794296929,9.194296929,36.89429693,12.89429693,19.89429693,77.89429693,49.89429693,1015.894297,1013.594297,15.69429693,22.29429693
10.37621043,22.58741651,0.087416506,4.187416506,7.887416506,35.08741651,9.087416506,15.08741651,80.08741651,45.08741651,1015.287417,1012.587417,14.58741651,21.58741651
8.682405291,22.89157255,0.608427446,3.291572554,7.691572554,35.39157255,11.39157255,18.39157255,76.39157255,48.39157255,1014.391573,1012.091573,14.19157255,20.79157255
7.267584424,21.20434825,0.595651749,3.904348251,6.904348251,37.40434825,10.40434825,16.40434825,84.40434825,49.40434825,1015.504348,1012.804348,13.30434825,20.30434825
10.12524643,22.8282768,0.328276804,4.428276804,8.128276804,35.3282768,9.328276804,15.3282768,80.3282768,45.3282768,1015.528277,1012.828277,14.8282768,21.8282768
10.1732241,24.62441029,3.124410288,3.824410288,6.524410288,41.62441029,9.624410288,15.62441029,69.62441029,41.62441029,1015.32441,1011.42441,15.62441029,23.62441029
8.226998893,24.43478597,2.934785973,3.634785973,6.334785973,41.43478597,9.434785973,15.43478597,69.43478597,41.43478597,1015.134786,1011.234786,15.43478597,23.43478597
10.39429693,23.82005268,0.020052684,3.820052684,7.120052684,36.52005268,8.520052684,14.52005268,78.52005268,45.52005268,1016.020053,1012.620053,14.52005268,21.72005268
8.287416506,25.55246411,4.052464109,4.752464109,7.452464109,42.55246411,10.55246411,16.55246411,70.55246411,42.55246411,1016.252464,1012.352464,16.55246411,24.55246411
8.891572554,21.11506447,0.684935528,3.815064472,6.815064472,37.31506447,10.31506447,16.31506447,84.31506447,49.31506447,1015.415064,1012.715064,13.21506447,20.21506447
7.204348251,23.11410963,0.385890375,3.514109625,7.914109625,35.61410963,11.61410963,18.61410963,76.61410963,48.61410963,1014.61411,1012.31411,14.41410963,21.01410963
8.528276804,23.46144915,0.038550855,3.861449145,8.261449145,35.96144915,11.96144915,18.96144915,76.96144915,48.96144915,1014.961449,1012.661449,14.76144915,21.36144915
9.624410288,23.67057599,0.170575987,4.070575987,8.470575987,36.17057599,12.17057599,19.17057599,77.17057599,49.17057599,1015.170576,1012.870576,14.97057599,21.57057599
9.434785973,20.8318119,0.968188105,3.531811895,6.531811895,37.0318119,10.0318119,16.0318119,84.0318119,49.0318119,1015.131812,1012.431812,12.9318119,19.9318119
9.820052684,22.07632124,0.423678764,3.676321236,7.376321236,34.57632124,8.576321236,14.57632124,79.57632124,44.57632124,1014.776321,1012.076321,14.07632124,21.07632124
10.55246411,25.42506029,3.925060291,4.625060291,7.325060291,42.42506029,10.42506029,16.42506029,70.42506029,42.42506029,1016.12506,1012.22506,16.42506029,24.42506029
7.115064472,25.19716998,3.697169976,4.397169976,7.097169976,42.19716998,10.19716998,16.19716998,70.19716998,42.19716998,1015.89717,1011.99717,16.19716998,24.19716998
9.114109625,27.59196902,1.391969023,5.391969023,9.391969023,34.39196902,9.391969023,15.39196902,79.39196902,48.39196902,1015.691969,1013.691969,16.99196902,24.99196902
9.461449145,22.4844066,0.015593399,4.084406601,7.784406601,34.9844066,8.984406601,14.9844066,79.9844066,44.9844066,1015.184407,1012.484407,14.4844066,21.4844066
9.670575987,22.49420834,0.00579166,4.09420834,7.79420834,34.99420834,8.99420834,14.99420834,79.99420834,44.99420834,1015.194208,1012.494208,14.49420834,21.49420834
6.831811895,23.59529935,0.095299353,3.995299353,8.395299353,36.09529935,12.09529935,19.09529935,77.09529935,49.09529935,1015.095299,1012.795299,14.89529935,21.49529935
7.776321236,26.36361169,0.163611693,4.163611693,8.163611693,33.16361169,8.163611693,14.16361169,78.16361169,47.16361169,1014.463612,1012.463612,15.76361169,23.76361169
10.42506029,26.45328765,0.253287651,4.253287651,8.253287651,33.25328765,8.253287651,14.25328765,78.25328765,47.25328765,1014.553288,1012.553288,15.85328765,23.85328765
10.19716998,26.43661881,0.236618812,4.236618812,8.236618812,33.23661881,8.236618812,14.23661881,78.23661881,47.23661881,1014.536619,1012.536619,15.83661881,23.83661881
12.59196902,21.76358554,0.036414456,4.463585544,7.463585544,37.96358554,10.96358554,16.96358554,84.96358554,49.96358554,1016.063586,1013.363586,13.86358554,20.86358554
8.184406601,24.77376888,3.273768884,3.973768884,6.673768884,41.77376888,9.773768884,15.77376888,69.77376888,41.77376888,1015.473769,1011.573769,15.77376888,23.77376888
8.19420834,26.5885249,0.388524897,4.388524897,8.388524897,33.3885249,8.388524897,14.3885249,78.3885249,47.3885249,1014.688525,1012.688525,15.9885249,23.9885249
9.595299353,24.244398,0.444398,4.244398,7.544398,36.944398,8.944398,14.944398,78.944398,45.944398,1016.444398,1013.044398,14.944398,22.144398
11.36361169,23.42546528,0.325465283,2.925465283,7.325465283,39.12546528,6.125465283,17.12546528,74.12546528,47.12546528,1013.925465,1012.025465,14.32546528,21.92546528
11.45328765,23.04816489,0.548164895,4.648164895,8.348164895,35.54816489,9.548164895,15.54816489,80.54816489,45.54816489,1015.748165,1013.048165,15.04816489,22.04816489
11.43661881,21.63229449,0.167705512,4.332294488,7.332294488,37.83229449,10.83229449,16.83229449,84.83229449,49.83229449,1015.932294,1013.232294,13.73229449,20.73229449
7.763585544,23.61547686,0.115476861,4.015476861,8.415476861,36.11547686,12.11547686,19.11547686,77.11547686,49.11547686,1015.115477,1012.815477,14.91547686,21.51547686
9.773768884,23.09553155,0.404468446,3.495531554,7.895531554,35.59553155,11.59553155,18.59553155,76.59553155,48.59553155,1014.595532,1012.295532,14.39553155,20.99553155
11.5885249,24.32910436,0.529104359,4.329104359,7.629104359,37.02910436,9.029104359,15.02910436,79.02910436,46.02910436,1016.529104,1013.129104,15.02910436,22.22910436
10.244398,23.72851485,0.628514851,3.228514851,7.628514851,39.42851485,6.428514851,17.42851485,74.42851485,47.42851485,1014.228515,1012.328515,14.62851485,22.22851485
8.225465283,24.73622358,1.636223579,4.236223579,8.636223579,40.43622358,7.436223579,18.43622358,75.43622358,48.43622358,1015.236224,1013.336224,15.63622358,23.23622358
8.748164895,22.33309927,0.533099272,5.033099272,8.033099272,38.53309927,11.53309927,17.53309927,85.53309927,50.53309927,1016.633099,1013.933099,14.43309927,21.43309927
7.632294488,22.81116532,0.688834684,3.211165316,7.611165316,35.31116532,11.31116532,18.31116532,76.31116532,48.31116532,1014.311165,1012.011165,14.11116532,20.71116532
9.615476861,23.83108748,0.03108748,3.83108748,7.13108748,36.53108748,8.53108748,14.53108748,78.53108748,45.53108748,1016.031087,1012.631087,14.53108748,21.73108748
9.095531554,24.45222456,1.35222456,3.95222456,8.35222456,40.15222456,7.15222456,18.15222456,75.15222456,48.15222456,1014.952225,1013.052225,15.35222456,22.95222456
10.32910436,26.32860375,0.128603745,4.128603745,8.128603745,33.12860375,8.128603745,14.12860375,78.12860375,47.12860375,1014.428604,1012.428604,15.72860375,23.72860375
8.528514851,25.25752384,3.757523843,4.457523843,7.157523843,42.25752384,10.25752384,16.25752384,70.25752384,42.25752384,1015.957524,1012.057524,16.25752384,24.25752384
9.536223579,28.12636575,1.926365745,5.926365745,9.926365745,34.92636575,9.926365745,15.92636575,79.92636575,48.92636575,1016.226366,1014.226366,17.52636575,25.52636575
8.333099272,25.66544066,4.165440664,4.865440664,7.565440664,42.66544066,10.66544066,16.66544066,70.66544066,42.66544066,1016.365441,1012.465441,16.66544066,24.66544066
8.811165316,23.99410131,0.494101305,4.394101305,8.794101305,36.49410131,12.49410131,19.49410131,77.49410131,49.49410131,1015.494101,1013.194101,15.29410131,21.89410131
9.83108748,24.21972146,2.719721464,3.419721464,6.119721464,41.21972146,9.219721464,15.21972146,69.21972146,41.21972146,1014.919721,1011.019721,15.21972146,23.21972146
9.25222456,25.30017404,1.500174045,5.300174045,8.600174045,38.00017404,10.00017404,16.00017404,80.00017404,47.00017404,1017.500174,1014.100174,16.00017404,23.20017404
11.32860375,23.04329373,0.456706269,3.443293731,7.843293731,35.54329373,11.54329373,18.54329373,76.54329373,48.54329373,1014.543294,1012.243294,14.34329373,20.94329373
10.25752384,23.27248341,0.227516587,3.672483413,8.072483413,35.77248341,11.77248341,18.77248341,76.77248341,48.77248341,1014.772483,1012.472483,14.57248341,21.17248341
